|W| [unimplemented_impl]: Unimplemented sceAppMgrIsNonGameProgram import called.
[05:11:52.556] |C| [logging::exception_handler]: Exception 0xE06D7363 C++ EH exception. vk::Queue::presentKHR: ErrorOutOfDateKHR
[05:12:17.002] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Saving pipeline cache...
[05:12:17.003] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Pipeline cache saved
[05:12:47.334] |E| [stat_file]: Missing file at D:/Emulateurs/Vita3K/psvita/ux0/app/PCSB00530/Media/Resources/unity default resources.resG (target path: app0:/Media/Resources/unity default resources.resG)
[05:12:47.335] |W| [io_error_impl]: stat_file (_sceIoGetstat) returned 0x80010002
[05:12:47.336] |E| [stat_file]: Missing file at D:/Emulateurs/Vita3K/psvita/ux0/app/PCSB00530/Media/Resources/unity default resources.res (target path: app0:/Media/Resources/unity default resources.res)
[05:12:47.337] |W| [io_error_impl]: stat_file (_sceIoGetstat) returned 0x80010002
[05:12:47.338] |E| [stat_file]: Missing file at D:/Emulateurs/Vita3K/psvita/ux0/app/PCSB00530/Media/Resources/unity default resources.resS (target path: app0:/Media/Resources/unity default resources.resS)
[05:12:47.339] |W| [io_error_impl]: stat_file (_sceIoGetstat) returned 0x80010002
[05:12:47.399] |W| [renderer::vulkan::VKContext::start_recording]: Render Target is using more scenes per frame than what was planned!
[05:12:47.417] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader ffb3b997bbd8ca43c6d5b3890b7fe5b941f742ed55a18487bf8ad9606a002dc9
[05:12:47.418] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader ffb3b997bbd8ca43c6d5b3890b7fe5b941f742ed55a18487bf8ad9606a002dc9
[05:12:47.420] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:12:47.420] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_texcoord
[05:12:47.421] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:12:47.421] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (half4) _MainTex_TexelSize
[05:12:47.436] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 1734abad6794dd767f0e4e3dc25f20eeee60a90b49dba0111cde9606f65f7b64
[05:12:47.436] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 1734abad6794dd767f0e4e3dc25f20eeee60a90b49dba0111cde9606f65f7b64
[05:12:47.438] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) _ZBufferParams
[05:12:47.438] |D| [shader::create_parameters]: [DEFAULT  + 4] sa4 = (half1) _NoSkyBoxMask
[05:12:47.439] |D| [shader::create_parameters]: [DEFAULT  + 6] sa6 = (half4) _SunPosition
[05:12:47.439] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (float2) v_TexCoord1
[05:12:47.473] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 1ac643b92d38ed88df4579b3fad921a8fc0de1072763ed383e2530aa1179d8f5
[05:12:47.474] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 1ac643b92d38ed88df4579b3fad921a8fc0de1072763ed383e2530aa1179d8f5
[05:12:47.476] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:12:47.476] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:12:47.483] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader a78590f80ee0acccaf468087fd49f7b026efaec53394a2c3dc56f64f571cfca9
[05:12:47.484] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader a78590f80ee0acccaf468087fd49f7b026efaec53394a2c3dc56f64f571cfca9
[05:12:47.498] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 2e21bcb220585d79c9e5464abf650db67dbe44e0e5c60fcca2d9f120dd18c8fc
[05:12:47.498] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 2e21bcb220585d79c9e5464abf650db67dbe44e0e5c60fcca2d9f120dd18c8fc
[05:12:47.500] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:12:47.500] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_texcoord
[05:12:47.501] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:12:47.501] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (half4) _BlurRadius4
[05:12:47.502] |D| [shader::create_parameters]: [DEFAULT  + 18] sa18 = (half4) _SunPosition
[05:12:47.514] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 1248037d82f8b7817a5f998d0d5e7b00e15ca2d551d4616e11e449cfdb61a900
[05:12:47.515] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 1248037d82f8b7817a5f998d0d5e7b00e15ca2d551d4616e11e449cfdb61a900
[05:12:47.517] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (float2) v_TexCoord0
[05:12:47.517] |D| [shader::create_fragment_inputs]: Iterator: pa4 = (float2) v_TexCoord1
[05:12:47.551] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader fe67d2f604aecfc2de019c62df919061f1e063a21eeb902beb33e2df0fcbdd8f
[05:12:47.552] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader fe67d2f604aecfc2de019c62df919061f1e063a21eeb902beb33e2df0fcbdd8f
[05:12:47.554] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:12:47.554] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_texcoord
[05:12:47.555] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:12:47.555] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (half4) _MainTex_TexelSize
[05:12:47.565] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader d5136388dfaa7a6b5bbb4c5b0387169dc521c33d4288186f278f9d40967695af
[05:12:47.565] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader d5136388dfaa7a6b5bbb4c5b0387169dc521c33d4288186f278f9d40967695af
[05:12:47.568] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (half4) _SunColor
[05:13:17.016] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Saving pipeline cache...
[05:13:17.017] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Pipeline cache saved
[05:13:54.516] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 71d410bf49b117dba6293090bc438d8ecff529d2444ca74d0bfe6c90a7e825e7
[05:13:54.517] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 71d410bf49b117dba6293090bc438d8ecff529d2444ca74d0bfe6c90a7e825e7
[05:13:54.519] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:13:54.519] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_normal
[05:13:54.520] |D| [shader::create_parameters]: [BUFFER0  + 8] pa8 = (float4) v_texcoord
[05:13:54.520] |D| [shader::create_parameters]: [DEFAULT  + 48] sa48 = (float3) _WorldSpaceCameraPos
[05:13:54.521] |D| [shader::create_parameters]: [DEFAULT  + 52] sa52 = (float4) unity_SHAr
[05:13:54.522] |D| [shader::create_parameters]: [DEFAULT  + 56] sa56 = (float4) unity_SHAg
[05:13:54.522] |D| [shader::create_parameters]: [DEFAULT  + 60] sa60 = (float4) unity_SHAb
[05:13:54.523] |D| [shader::create_parameters]: [DEFAULT  + 64] sa64 = (float4) unity_SHBr
[05:13:54.523] |D| [shader::create_parameters]: [DEFAULT  + 68] sa68 = (float4) unity_SHBg
[05:13:54.524] |D| [shader::create_parameters]: [DEFAULT  + 72] sa72 = (float4) unity_SHBb
[05:13:54.524] |D| [shader::create_parameters]: [DEFAULT  + 76] sa76 = (float4) unity_SHC
[05:13:54.525] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:13:54.525] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) _Object2World[4]
[05:13:54.526] |D| [shader::create_parameters]: [DEFAULT  + 32] sa32 = (float4) _World2Object[4]
[05:13:54.527] |D| [shader::create_parameters]: [DEFAULT  + 80] sa80 = (float4) unity_Scale
[05:13:54.527] |D| [shader::create_parameters]: [DEFAULT  + 84] sa84 = (float4) _MainTex_ST
[05:13:54.564] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader f401aa39d6ba39803cb134b63fb1d4742692f22d1336b48c6b8a9d805286dc63
[05:13:54.565] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader f401aa39d6ba39803cb134b63fb1d4742692f22d1336b48c6b8a9d805286dc63
[05:13:54.568] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (half4) _WorldSpaceLightPos0
[05:13:54.568] |D| [shader::create_parameters]: [DEFAULT  + 2] sa2 = (half4) _LightColor0
[05:13:54.569] |D| [shader::create_parameters]: [DEFAULT  + 4] sa4 = (half4) _Color
[05:13:54.569] |D| [shader::create_parameters]: [DEFAULT  + 6] sa6 = (half4) _ReflectColor
[05:13:54.570] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (half4) v_TexCoord2
[05:13:54.570] |D| [shader::create_fragment_inputs]: Iterator: pa4 = (half4) v_TexCoord3
[05:13:59.461] |E| [stat_file]: Missing file at D:/Emulateurs/Vita3K/psvita/ux0/app/PCSB00530/Media/sharedassets10.assets.resG (target path: app0:/Media/sharedassets10.assets.resG)
[05:13:59.462] |W| [io_error_impl]: stat_file (_sceIoGetstat) returned 0x80010002
[05:13:59.463] |E| [stat_file]: Missing file at D:/Emulateurs/Vita3K/psvita/ux0/app/PCSB00530/Media/sharedassets10.assets.res (target path: app0:/Media/sharedassets10.assets.res)
[05:13:59.463] |W| [io_error_impl]: stat_file (_sceIoGetstat) returned 0x80010002
[05:13:59.464] |E| [stat_file]: Missing file at D:/Emulateurs/Vita3K/psvita/ux0/app/PCSB00530/Media/sharedassets10.assets.resS (target path: app0:/Media/sharedassets10.assets.resS)
[05:13:59.465] |W| [io_error_impl]: stat_file (_sceIoGetstat) returned 0x80010002
[05:13:59.467] |E| [stat_file]: Missing file at D:/Emulateurs/Vita3K/psvita/ux0/app/PCSB00530/Media/level9.resG (target path: app0:/Media/level9.resG)
[05:13:59.468] |W| [io_error_impl]: stat_file (_sceIoGetstat) returned 0x80010002
[05:13:59.468] |E| [stat_file]: Missing file at D:/Emulateurs/Vita3K/psvita/ux0/app/PCSB00530/Media/level9.res (target path: app0:/Media/level9.res)
[05:13:59.469] |W| [io_error_impl]: stat_file (_sceIoGetstat) returned 0x80010002
[05:13:59.470] |E| [stat_file]: Missing file at D:/Emulateurs/Vita3K/psvita/ux0/app/PCSB00530/Media/level9.resS (target path: app0:/Media/level9.resS)
[05:13:59.470] |W| [io_error_impl]: stat_file (_sceIoGetstat) returned 0x80010002
[05:14:00.098] |I| [load_module]: Loading module ID: 0x4C
[05:14:00.100] |I| [load_self]: sys/external/libsceavplayer.suprx: Skipping special segment 0x6FFFFF01...
[05:14:00.100] |I| [load_self]: Loaded module segment 0 @ [0x121EB000 - 0x121FF9FC / 0x81000000] (size: 0x000149FC) of module sys/external/libsceavplayer.suprx
[05:14:00.101] |I| [load_self]: Loaded module segment 1 @ [0x03466000 - 0x0346606C / 0x81015000] (size: 0x0000006C) of module sys/external/libsceavplayer.suprx
[05:14:00.102] |I| [load_self]: Linking SELF sys/external/libsceavplayer.suprx...
[05:14:00.103] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x121FCD40
[05:14:00.103] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x121FB548
[05:14:00.104] |I| [load_module]: Module SceAvPlayer (at "sys/external/libsceavplayer.suprx") loaded
[05:14:00.104] |D| [load_module]: Running module_start of module: SceAvPlayer
[05:14:00.105] |I| [load_module]: Module SceAvPlayer (at "sys/external/libsceavplayer.suprx") module_start returned 0x0
[05:14:00.107] |I| [load_self]: sys/external/libscemp4.suprx: Skipping special segment 0x6FFFFF01...
[05:14:00.107] |I| [load_self]: Loaded module segment 0 @ [0x12200000 - 0x1220FD20 / 0x81000000] (size: 0x0000FD20) of module sys/external/libscemp4.suprx
[05:14:00.108] |I| [load_self]: Loaded module segment 1 @ [0x03467000 - 0x03467028 / 0x81010000] (size: 0x00000028) of module sys/external/libscemp4.suprx
[05:14:00.109] |I| [load_self]: Linking SELF sys/external/libscemp4.suprx...
[05:14:00.112] |D| [load_var_exports]: 	NID 0x936C8A78 (SYSLYB) at 0x1220F9D0
[05:14:00.113] |D| [load_var_exports]: 	NID 0x6C2224BA (NID_MODULE_INFO) at 0x1220E8C4
[05:14:00.113] |I| [load_module]: Module SceMp4 (at "sys/external/libscemp4.suprx") loaded
[05:14:00.127] |I| [export_sceIoOpen]: Opening file: app0:/Media/StreamingAssets/CUTSCENE_PS_VITA.mp4
[05:14:00.328] |W| [H264DecoderState::receive]: Error receiving H264 frame: Requires Another Call (AVERROR(EAGAIN)).
[05:14:24.013] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Saving pipeline cache...
[05:14:24.014] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Pipeline cache saved
[05:19:51.303] |C| [logging::exception_handler]: Exception 0xE06D7363 C++ EH exception. vk::Queue::presentKHR: ErrorOutOfDateKHR
[05:20:16.238] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 19b7e9a65b3812b1d13d09b973ee924be5bd47a51dfb638fb0a5afe546d1c651
[05:20:16.239] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader 19b7e9a65b3812b1d13d09b973ee924be5bd47a51dfb638fb0a5afe546d1c651
[05:20:16.241] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:20:16.241] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_texcoord
[05:20:16.241] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:20:16.242] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) glstate_matrix_texture0[4]
[05:20:16.253] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader e11dda16a0cad088f724a76ab0b03cd13061934fea4d4987c333b408c6dc25ba
[05:20:16.253] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader e11dda16a0cad088f724a76ab0b03cd13061934fea4d4987c333b408c6dc25ba
[05:20:16.260] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (half1) _RampOffset
[05:20:16.263] |I| [shader::make_frag_finalize_function]: Non zero pa offset: 2 at e11dda16a0cad088f724a76ab0b03cd13061934fea4d4987c333b408c6dc25ba
[05:20:24.183] |C| [logging::exception_handler]: Exception 0xE06D7363 C++ EH exception. vk::Queue::presentKHR: ErrorOutOfDateKHR
[05:20:41.317] |C| [logging::exception_handler]: Exception 0xE06D7363 C++ EH exception. vk::Queue::presentKHR: ErrorOutOfDateKHR
[05:20:46.013] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Saving pipeline cache...
[05:20:46.015] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Pipeline cache saved
[05:25:04.699] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader a131277eaa1fba72fd45cd77bc635a8120468e22eb8f566eb984fdce987cf3c7
[05:25:04.700] |I| [renderer::load_shader_generic]: Generating vert.spv.txt shader a131277eaa1fba72fd45cd77bc635a8120468e22eb8f566eb984fdce987cf3c7
[05:25:04.703] |D| [shader::create_parameters]: [BUFFER0  + 0] pa0 = (float4) v_vertex
[05:25:04.703] |D| [shader::create_parameters]: [BUFFER0  + 4] pa4 = (float4) v_color
[05:25:04.704] |D| [shader::create_parameters]: [BUFFER0  + 8] pa8 = (float4) v_texcoord
[05:25:04.705] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (float4) glstate_matrix_mvp[4]
[05:25:04.706] |D| [shader::create_parameters]: [DEFAULT  + 16] sa16 = (float4) _MainTex_ST
[05:25:04.717] |I| [renderer::vulkan::PipelineCache::retrieve_shader]: Generating vulkan spv shader 72ca999dbd59145ac0de33893099505a47219a0bfc05a775870554f6dcd8cdb6
[05:25:04.718] |I| [renderer::load_shader_generic]: Generating frag.spv.txt shader 72ca999dbd59145ac0de33893099505a47219a0bfc05a775870554f6dcd8cdb6
[05:25:04.720] |D| [shader::create_parameters]: [DEFAULT  + 0] sa0 = (half4) _TintColor
[05:25:04.720] |D| [shader::create_fragment_inputs]: Iterator: pa0 = (half4) v_Color0
[05:25:34.002] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Saving pipeline cache...
[05:25:34.003] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Pipeline cache saved
[05:25:38.422] |C| [logging::exception_handler]: Exception 0xE06D7363 C++ EH exception. vk::Queue::presentKHR: ErrorOutOfDateKHR
[05:27:49.796] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Saving pipeline cache...
[05:27:49.797] |I| [renderer::vulkan::PipelineCache::save_pipeline_cache]: Pipeline cache saved
[05:27:49.800] |E| [discordrpc::update_presence::<lambda_1>::operator ()]: Error updating discord rich presence, err_code: 43
